BOLD Process-ID	MUSIT no with prefix	Vitenskapelig navn i BOLD	sekvenslengde	Validert vitenskapelig navn etter strekkoding	valideringsmetode	Ekspert
NOBAS4511-17	O-F-76156	Mycena pasvikensis	688[0n]	Validert	dendrogram	
NOBAS4512-17	O-F-76165	Mycena pasvikensis	709[0n]	Validert	dendrogram	
NOBAS4513-17	O-F-252259	Mycena pseudocorticola	706[0n]	Validert	ekspert	Arne Aronsen
NOBAS4514-17	O-F-303401	Mycena polyadelpha	696[0n]	Validert	unite	
NOBAS4515-17	O-F-302926	Mycena leptocephala	753[0n]	Validert	ekspert	Arne Aronsen
NOBAS4516-17	O-F-303443	Mycena cinerella	707[0n]	Validert	unite	
NOBAS4517-17	O-F-304533	Entoloma sericatum	885[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4518-17	O-F-252320	Phloeomana minutula	665[0n]	Validert	ekspert	Arne Aronsen
NOBAS4519-17	O-F-304531	Entoloma conferendum	670[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4520-17	O-F-21785	Mycena cyanorhiza	673[0n]	Validert	unite, ekspert	
NOBAS4521-17	O-F-252246	Mycena filopes	732[0n]	Validert	unite, dendrogram	
NOBAS4522-17	O-F-304545	Entoloma corvinum	728[5n]	Validert	ekspert	Brandrud, Dima
NOBAS4523-17	O-F-303413	Mycena mirata	767[0n]	Validert	unite, dendrogrtam	
NOBAS4524-17	O-F-76160	Mycena mucoroides	656[0n]	Validert	ekspert	Arne Aronsen
NOBAS4525-17	O-F-76157	Mycena mucoroides	656[0n]	Validert	ekspert	Arne Aronsen
NOBAS4526-17	O-F-304547	Entoloma serrulatum	703[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4527-17	O-F-304546	Entoloma carneogriseum	711[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4528-17	O-F-304536	Entoloma roseotinctum	662[3n]	Validert	ekspert	Brandrud, Dima
NOBAS4529-17	O-F-304588	Entoloma purpureomarginatum	653[7n]	Validert	ekspert	Brandrud, Dima
NOBAS4530-17	O-F-304587	Entoloma caesiellum	707[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4531-17	O-F-304586	Entoloma fulvoviolaceum	699[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4532-17	O-F-304542	Entoloma atrocoeruleum	695[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4533-17	O-F-304601	Entoloma rubrobasis	921[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4534-17	O-F-304600	Entoloma melenosmum	907[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4535-17	O-F-304599	Entoloma melenosmum	938[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4536-17	O-F-304598	Entoloma sericatum	871[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4537-17	O-F-304597	Entoloma majaloides	882[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4538-17	O-F-304532	Entoloma sericatum	913[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4539-17	O-F-304534	Entoloma melenosmum	916[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4540-17	O-F-304535	Entoloma sericatum	884[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4541-17	O-F-304544	Entoloma corvinum	727[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4542-17	O-F-304539	Entoloma turci	709[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4543-17	O-F-304584	Entoloma sericellum	670[10n]	Validert	ekspert	Brandrud, Dima
NOBAS4544-17	O-F-76178	Entoloma poliopus	707[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4545-17	O-F-304540	Entoloma caesiellum	707[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4546-17	O-F-304541	Entoloma rhombisporum	696[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4547-17	O-F-304585	Entoloma sarcitulum	709[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4548-17	O-F-76179	Entoloma cuspidiferum	658[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4549-17	O-F-251935	Baeospora myriadophylla	708[0n]	Validert	unite, ref.seq.	
NOBAS4550-17	O-F-301545	Boletus subappendiculatus	766[0n]	Validert	unite, ref.seq.	
NOBAS4551-17	O-F-304658	Entoloma porphyrophaeum	714[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4552-17	O-F-304537	Entoloma turci	665[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4553-17	O-F-304538	Entoloma corvinum	727[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4554-17	O-F-304570	Entoloma sarcitulum	709[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4555-17	O-F-304581	Entoloma queletii	707[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4556-17	O-F-304582	Porpoloma metapodium	744[1n]	Validert	unite	
NOBAS4557-17	O-F-304583	Entoloma turci	709[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4558-17	O-F-304663	Entoloma violaceoserrulatum	743[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4559-17	O-F-304662	Entoloma caesiellum	615[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4560-17	O-F-304669	Entoloma formosum	711[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4561-17	O-F-304668	Entoloma sericeum	628[2n]	Validert	ekspert	Brandrud, Dima
NOBAS4562-17	O-F-304667	Entoloma prunuloides	681[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4563-17	O-F-304666	Entoloma 0	0[n]	no sequence		
NOBAS4564-17	O-F-304665	Entoloma caeruleopolitum	637[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4565-17	O-F-304664	Entoloma sericeum	628[3n]	Validert	ekspert	Brandrud, Dima
NOBAS4566-17	O-F-304661	Entoloma majaloides	919[5n]	Validert	ekspert	Brandrud, Dima
NOBAS4567-17	O-F-304660	Entoloma purpureomarginatum	668[4n]	Validert	ekspert	Brandrud, Dima
NOBAS4568-17	O-F-304659	Entoloma formosum	710[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4569-17	O-F-304572	Entoloma sarcitulum	703[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4570-17	O-F-253993	Hygrophorus erubescens	558[0n]	Validert	unite	
NOBAS4571-17	O-F-253994	Psathyrella 0	687[1n]			
NOBAS4572-17	O-F-253995	Cortinarius obtusus	687[0n]			
NOBAS4573-17	O-F-254023	Cortinarius multiformis	680[3n]	Validert	unite	
NOBAS4574-17	O-F-254024	Hygrophorus piceae	631[0n]	Validert	unite, ref.seq.	
NOBAS4575-17	O-F-253996	Cortinarius praestigiosus	520[0n]	Validert	ekspert	Balint Dima
NOBAS4576-17	O-F-253997	Russula vinosa	705[0n]	Validert	unite, ref.seq.	
NOBAS4577-17	O-F-254025	Cortinarius boreasensis	590[0n]	Validert	unite	
NOBAS4578-17	O-F-254026	Entoloma sericatum	897[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4579-17	O-F-253998	Cortinarius collinitus	679[0n]	Validert	ekspert	Balint Dima
NOBAS4580-17	O-F-254000	Deconica sp.	660[7n]			
NOBAS4581-17	O-F-254001	Lactarius fennoscandicus	733[0n]	Validert	unite, dendrogram	
NOBAS4582-17	O-F-254027	Entoloma kristiansenii	674[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4583-17	O-F-254028	Entoloma caeruleopolitum	682[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4584-17	O-F-254002	Cortinarius collinitus	679[0n]	Validert	ekspert	Balint Dima
NOBAS4585-17	O-F-254003	Cortinarius agathosmus	593[0n]	Validert	ekspert	Balint Dima
NOBAS4586-17	O-F-254004	Cortinarius emunctus	560	Validert	ekspert	Balint Dima
NOBAS4587-17	O-F-254005	Hygrophorus karstenii	478	Validert	ekspert	Ellen Larsson
NOBAS4588-17	O-F-254006	Phellinus sp.	717[0n]			
NOBAS4589-17	O-F-254007	Cystostereum murrayi	654[0n]	Validert	unite, ref.seq.	
NOBAS4590-17	O-F-254008	Russula integra	701[0n]	Validert	unite, ref.seq.	
NOBAS4591-17	O-F-254009	Cortinarius vibratilis	641[2n]	Validert	ekspert	Balint Dima
NOBAS4592-17	O-F-254010	Hebeloma birrus	698[0n]	Validert	ekspert	Henry Beker
NOBAS4593-17	O-F-254012	Psathyrella 0	691[0n]			
NOBAS4594-17	O-F-254013	Entoloma terreum	668[2n]	Validert	ekspert	Brandrud, Dima
NOBAS4595-17	O-F-254014	Entoloma sericeum	681[4n]	Validert	ekspert	Brandrud, Dima
NOBAS4596-17	O-F-254015	Entoloma jubatum	708[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4597-17	O-F-254016	Rhodocybe stangliana	631[2n]	Validert	dendrogram	
NOBAS4598-17	O-F-254017	Entoloma sericeum	681[2n]	Validert	ekspert	Brandrud, Dima
NOBAS4599-17	O-F-254018	Entoloma juncinum	597[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4600-17	O-F-254019	Entoloma rhodopolium	864[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4601-17	O-F-254020	Russula firmula	714[0n]	Validert	ekspert	Annemieke Verbeken
NOBAS4602-17	O-F-254021	Cortinarius serarius	678[0n]	Validert	ekspert	Balint Dima
NOBAS4603-17	O-F-254022	Cortinarius impennoides	592[0n]	Validert	ekspert	Balint Dima
NOBAS4604-17	O-F-253926	Hebeloma sircinans	647[1n]	Validert	ekspert	Henry Beker
NOBAS4605-17	O-F-253927	Russula pascua	0[n]	no sequence		
NOBAS4606-17	O-F-253928	Cortinarius gossypinus	522[2n]	Validert	ekspert	Balint Dima
NOBAS4607-17	O-F-253969	Russula albonigra	671[0n]	Validert	ekspert	Annemieke Verbeken
NOBAS4608-17	O-F-253929	Russula densissima	0[n]	no sequence		
NOBAS4609-17	O-F-253970	Cortinarius septentrionalis	623[2n]	Validert	ekspert	Balint Dima
NOBAS4610-17	O-F-253971	Antrodia albobrunnea	643[0n]	Validert	unite	
NOBAS4611-17	O-F-253972	Chaetodermella luna	629[0n]	Validert	unite	
NOBAS4612-17	O-F-253931	Skeletocutis odora	0[n]	no sequence		
NOBAS4613-17	O-F-253932	Lentinellus ursinus	639[0n]	Validert	unite, ref.seq.	
NOBAS4614-17	O-F-253973	Sidera lenis	0[n]	no sequence		
NOBAS4615-17	O-F-253933	Spongipellis fissilis	528[0n]			
NOBAS4616-17	O-F-253934	Simocybe haustellaris	708[0n]	Validert	unite	
NOBAS4617-17	O-F-253935	Cortinarius napus	663[3n]	Validert	ekspert	Balint Dima
NOBAS4618-17	O-F-253974	Tubaria conspersa	690[1n]			
NOBAS4619-17	O-F-253975	Oligoporus sericeomollis	683[0n]			
NOBAS4620-17	O-F-253936	Mycena polygramma	633[1n]	Validert	unite, dendrogram, indirekte ekspert	
NOBAS4621-17	O-F-253976	Phellinus nigrolimitatus	670[1n]			
NOBAS4622-17	O-F-253977	Phellinus viticola	645[2n]	Validert	unite, ref.seq.	
NOBAS4623-17	O-F-253978	Entoloma elodes	692[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4624-17	O-F-253937	Russula alnetorum	0[n]	no sequence		
NOBAS4625-17	O-F-253938	Entoloma araneosum	706[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4626-17	O-F-253939	Cortinarius tabularis	679[3n]	Validert	ekspert	Balint Dima
NOBAS4627-17	O-F-253940	Cystolepiota seminuda	683[1n]			
NOBAS4628-17	O-F-253941	Cortinarius subbalaustinus	536[2n]	Validert	ekspert	Balint Dima
NOBAS4629-17	O-F-253980	Inocybe soluta	568[6n]	Validert	Validert	Ellen Larsson
NOBAS4630-17	O-F-253944	Volvariella gloiocephala	636[1n]	Validert	unite, ref.seq.	
NOBAS4631-17	O-F-253943	Entoloma prunuloides	681[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4632-17	O-F-253942	Tricholoma cingulatum	687[1n]	Validert	unite	
NOBAS4633-17	O-F-253981	Cortinarius serarius	678[0n]	Validert	ekspert	Balint Dima
NOBAS4634-17	O-F-253945	Lepista irina	680[0n]	Validert	unite, ref.seq.	
NOBAS4635-17	O-F-253982	Crepidotus caspari	700[5n]			
NOBAS4636-17	O-F-253946	Cortinarius fuscoperonatus	597[0n]	Validert	ekspert	Balint Dima
NOBAS4637-17	O-F-253947	Lactarius violascens	0[n]	no sequence		
NOBAS4638-17	O-F-253983	Gyrodon lividus	694[0n]	Validert	unite, ref.seq.	
NOBAS4639-17	O-F-253984	Mycena abramsii	686[0n]	Validert	ekspert	Arne Aronsen
NOBAS4640-17	O-F-253948	Hygrophorus agathosmus	550[0n]	Validert	unite, ref.seq.	
NOBAS4641-17	O-F-253985	Cortinarius violaceonitens	675[0n]	Validert	ekspert	Balint Dima
NOBAS4642-17	O-F-253949	Lactarius citriolens	741[0n]	Validert	unite	
NOBAS4643-17	O-F-253986	Tricholoma portentosum	670[0n]	Validert	unite, ref.seq.	
NOBAS4644-17	O-F-253950	Hemistropharia albocrenulata	665[0n]			
NOBAS4645-17	O-F-253951	Entoloma poliopus	629[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4646-17	O-F-253952	Atractosporocybe inornata	670[0n]	Validert	unite, ref.seq.	
NOBAS4647-17	O-F-253953	Entoloma fulvoviolaceum	652[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4648-17	O-F-253954	Entoloma incanum	706[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4649-17	O-F-253955	Lepiota pseudolilacea	693[0n]	Validert	unite, ref.seq.	
NOBAS4650-17	O-F-253956	Melanoleuca microcephala	680[6n]	Validert	unite	
NOBAS4651-17	O-F-253957	Melanoleuca stridula	706[2n]	Validert	unite	
NOBAS4652-17	O-F-253958	Infundibulicybe bresadolana	693[0n]			
NOBAS4653-17	O-F-253959	Infundibulicybe sp.	702[0n]			
NOBAS4654-17	O-F-253961	Lepiota pseudolilacea	693[0n]	Validert	unite, ref.seq.	
NOBAS4655-17	O-F-253960	Entoloma iodiolens	687[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4656-17	O-F-253962	Cortinarius elatior	688[0n]	Validert	dendrogram	
NOBAS4657-17	O-F-253963	Clitopilus scyphoides	0	Kontaminering		
NOBAS4658-17	O-F-253964	Mycena olivaceomarginata	0	Kontaminering		
NOBAS4659-17	O-F-253965	Cortinarius casimiri	591[0n]			
NOBAS4660-17	O-F-253966	Rugosomyces fallax	695[0n]	Validert	unite	
NOBAS4661-17	O-F-253967	Lepista flaccida	683[0n]	Validert	unite, ref.seq.	
NOBAS4662-17	O-F-253988	Cortinarius venustus	596[0n]	Validert	dendrogram, indirekte ekspert	
NOBAS4663-17	O-F-253991	Inocybe pallidicremea	715[0n]	Validert	ekspert	Ellen Larsson
NOBAS4664-17	O-F-253990	Hygrophorus piceae	579[0n]	Validert	unite, dendrogram	
NOBAS4665-17	O-F-253989	Entoloma conferendum	670[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4666-17	O-F-253992	Cortinarius saniosus	590[0n]			
NOBAS4667-17	O-F-253987	Cortinarius balteatus	675[0n]	Validert	unite, dendrogram, blast mot egne	
NOBAS4668-17	O-F-253968	Clitopaxillus fibulatus	682[0n]	Validert	unite, ref.seq.	Pablo Alvarado
NOBAS4669-17	O-F-253979	Entoloma conferendum	670[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4670-17	O-F-254049	Amanita crocea	587[0n]	Validert	unite, ref.seq.	
NOBAS4671-17	O-F-254048	Cortinarius praestigiosus	579[0n]			
NOBAS4672-17	O-F-254047	Lepiota subalba	722[0n]	Validert	unite, ref.seq.	
NOBAS4673-17	O-F-254046	Cortinarius anomalus	676[0n]			
NOBAS4674-17	O-F-254044	Cortinarius parvannulatus	587[0n]			
NOBAS4675-17	O-F-254042	Hebeloma pseudofragilipes	690[0n]	Validert	ekspert	Henry Beker
NOBAS4676-17	O-F-254041	Hebeloma sordescens	697[0n]	Validert	ekspert	Henry Beker
NOBAS4677-17	O-F-254043	Hebeloma pseudofragilipes	690[0n]	Validert	ekspert	Henry Beker
NOBAS4678-17	O-F-254039	Hebeloma incarnatulum	695[0n]	Validert	ekspert	Henry Beker
NOBAS4679-17	O-F-254038	Hebeloma birrus	132[0n]	Validert	ekspert	Henry Beker
NOBAS4680-17	O-F-254037	Hebeloma 0	586[1n]			
NOBAS4681-17	O-F-254036	Entoloma sericatum	917[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4682-17	O-F-254035	Entoloma caeruleum	702[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4683-17	O-F-254034	Entoloma exile	712[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4684-17	O-F-254033	Entoloma caeruleum	702[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4685-17	O-F-254029	Entoloma fulvoviolaceum	643[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4686-17	O-F-254030	Entoloma luteobasis	627[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4687-17	O-F-254031	Entoloma formosum	710[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4688-17	O-F-304771	Hebeloma monticola	697[1n]	Validert	ekspert	Henry Beker
NOBAS4689-17	O-F-254032	Entoloma dichroum	866[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4690-17	O-F-304767	Entoloma purpureomarginatum	677[6n]	Validert	ekspert	Brandrud, Dima
NOBAS4691-17	O-F-304770	Entoloma 0	0[n]	no sequence		
NOBAS4692-17	O-F-304769	Entoloma lividocyanulum	0[n]	no sequence		
NOBAS4693-17	O-F-304768	Entoloma formosum	710[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4694-17	O-F-304766	Entoloma caesiellum	707[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4695-17	O-F-254040	Hebeloma pseudofragilipes	690[1n]	Validert	ekspert	Henry Beker
NOBAS4696-17	O-F-254045	Cortinarius xanthocephalus	679[0n]	Validert	unite	
NOBAS4697-17	O-F-224743	Entoloma poliopus	634[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4698-17	O-F-242704	Entoloma glaucobasis	690[2n]	Validert	ekspert	Brandrud, Dima
NOBAS4699-17	O-F-252433	Entoloma rubrobasis	855[2n]	Validert	ekspert	Brandrud, Dima
NOBAS4700-17	O-F-249197	Entoloma silvae-frondosae	922[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4701-17	O-F-252364	Entoloma nausiosme	697[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4702-17	O-F-251871	Entoloma byssisedum	678[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4703-17	O-F-168325	Entoloma fulvoviolaceum	699[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4704-17	O-F-361228	Entoloma formosum	710[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4705-17	O-F-188848	Entoloma atrocoeruleum	683[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4706-17	O-F-169164	Entoloma vinaceum	664[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4707-17	O-F-240927	Entoloma versatile	693[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4708-17	O-F-158211	Entoloma clandestinum	673[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4709-17	O-F-224771	Entoloma undatum	676[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4710-17	O-F-178025	Entoloma undatum	621[5n]	Validert	ekspert	Brandrud, Dima
NOBAS4711-17	O-F-158210	Entoloma plebejoides	676[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4712-17	O-F-67221	Entoloma turbidum	678[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4713-17	O-F-242469	Entoloma korhonenii	680[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4714-17	O-F-361608	Entoloma rhodopolium	922[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4715-17	O-F-62013	Entoloma sordidulum	0	Contamination		Balint Dima
NOBAS4716-17	O-F-175913	Entoloma ochromicaceum	670[3n]	Validert	ekspert	Brandrud, Dima
NOBAS4717-17	O-F-243391	Entoloma tjallingiorum	650[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4718-17	O-F-175876	Entoloma ochromicaceum	657[2n]	Validert	ekspert	Brandrud, Dima
NOBAS4719-17	O-F-158286	Entoloma prismatospermum	648[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4720-17	O-F-188842	Entoloma noordeloosii	919[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4721-17	O-F-165716	Entoloma lividoalbum	642[3n]	Validert	ekspert	Brandrud, Dima
NOBAS4722-17	O-F-361242	Entoloma atrocoeruleum	683[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4723-17	O-F-288056	Entoloma prismatospermum	695[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4724-17	O-F-291250	Entoloma rhombisporum	696[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4725-17	O-F-177990	Entoloma rhombisporum	696[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4726-17	O-F-73841	Entoloma politum	923[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4727-17	O-F-69284	Entoloma pleopodium	661[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4728-17	O-F-66566	Entoloma pleopodium	616[3n]	Validert	ekspert	Brandrud, Dima
NOBAS4729-17	O-F-61851	Entoloma pallescens	671[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4730-17	O-F-291246	Entoloma nitidum	677[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4731-17	O-F-158253	Entoloma juncinum	604[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4732-17	O-F-242464	Entoloma nausiosme	696[1n]	Validert	ekspert	Brandrud, Dima
NOBAS4733-17	O-F-158252	Entoloma porphyrogriseum	693[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4734-17	O-F-242468	Entoloma turci	647[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4735-17	O-F-287726	Entoloma atrocoeruleum	683[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4736-17	O-F-159680	Entoloma lividoalbum	929[6n]	Validert	ekspert	Brandrud, Dima
NOBAS4737-17	O-F-61779	Entoloma aprile	677[0n]	Validert	ekspert	Brandrud, Dima
NOBAS4741-17	TROM_F_17287	Thelephora caryophyllea	667[0n]	Validert	unite, dendrogram	
NOBAS4742-17	TROM_F_17288	Lycoperdon perlatum	730[0n]	Validert	unite, dendrogram	
NOBAS4743-17	TROM_F_17290	Macrotyphula fistulosa	754[0n]	Validert	unite, dendrogram	
NOBAS4744-17	TROM_F_17292	Bovista sp.	725[0n]			
NOBAS4745-17	TROM_F_17295	Bovista	726[2n]	Validert	unite	
NOBAS4746-17	TROM_F_17296	Rickenella pseudogrisella	667[0n]	Validert	unite	
NOBAS4747-17	TROM_F_17299	Arrhenia lobata	636[0n]	Validert	unite, dendrogram	
NOBAS4748-17	TROM_F_17300	Pseudoclitocybe sp.	680[0n]			
NOBAS4749-17	TROM_F_17301	Lactarius repraesentaneus	663[6n]	Validert	ekspert	Annemieke Verbeken
NOBAS4750-17	TROM_F_17302	Amanita nivalis	575[0n]	Validert	unite, dendrogram	
NOBAS4751-17	TROM_F_17303	Clavariadelphus sp.	666[0n]			
NOBAS4752-17	TROM_F_17305	Amanita sp.	716[0n]			
NOBAS4753-17	TROM_F_17306	Hygrophorus sp.	910[1n]			
NOBAS4754-17	TROM_F_17307	Chalciporus piperatus	687[2n]	Validert	unite	
NOBAS4755-17	TROM_F_17308	Lycoperdon perlatum	0[n]			
NOBAS4756-17	TROM_F_17309	Hebeloma	688[0n]			
NOBAS4757-17	TROM_F_17310	Tricholoma fulvum	691[0n]	Validert	unite, dendrogram	
NOBAS4758-17	TROM_F_17311	Rozites caperatus	685[0n]	Validert	unite	
NOBAS4759-17	TROM_F_17312	Tricholoma sp.	688[0n]			
NOBAS4760-17	TROM_F_17313	Hygrophoropsis aurantiaca	716[0n]	Validert	unite, dendrogram	
NOBAS4761-17	TROM_F_17314	Phellinus sp.	680[0n]			
NOBAS4762-17	TROM_F_17315	Inonotus obliquus	750[4n]	Validert	unite	
NOBAS4763-17	TROM_F_17316	Hygrocybe laeta	0[n]			
NOBAS4764-17	TROM_F_17317	Cortinarius trivialis	686[0n]			
NOBAS4765-17	TROM_F_17318	Cortinarius porphyropus	635[0n]			
NOBAS4766-17	TROM_F_17319	Cortinarius urbicus	589[0n]	Validert	unite, dendrogram	
NOBAS4767-17	TROM_F_17320	Lactarius vietus	726[0n]	Validert	unite, dendrogram	
NOBAS4768-17	TROM_F_17321	Hygrocybe punicea	635[0n]	Validert	unite, dendrogram	
NOBAS4769-17	TROM_F_17322	Laccaria sp.	690[0n]			
NOBAS4770-17	TROM_F_17323	Cortinarius hemitrichus	604[0n]			
NOBAS4771-17	TROM_F_17324	Stropharia hornemannii	689[0n]	Validert	unite, dendrogram	
NOBAS4772-17	TROM_F_17325	Hebeloma geminatum	693[0n]	Validert	ekspert	Henry Beker
NOBAS4773-17	TROM_F_17326	Entoloma conferendum	670[0n]	Validert	ekspert	Bálint Dima
NOBAS4774-17	TROM_F_17327	Lyophyllum leucophaeatum	682[0n]	Validert	expert	Pablo Alvarado
NOBAS4775-17	TROM_F_17328	Lactarius scoticus	691[2n]	Validert	unite	
NOBAS4776-17	TROM_F_17329	Cortinarius xanthocephalus	679[1n]	validert	unite, blast mot egne sekvenser	
NOBAS4777-17	TROM_F_17330	Hebeloma	688[0n]			
NOBAS4778-17	TROM_F_17331	Agaricus fissuratus	688[1n]	Validert	ekspert	Luis Parra
NOBAS4779-17	TROM_F_17332	Tricholoma fulvum	669[0n]	Validert	unite, dendrogram	
NOBAS4780-17	TROM_F_17333	Hydnum repandum	610[0n]	Validert	unite, dendrogram	
NOBAS4781-17	TROM_F_17334	Cortinarius infractus	683[1n]	Validert	unite	
NOBAS4782-17	TROM_F_17335	Panaeolus	682[1n]	validert	unite	
NOBAS4783-17	TROM_F_17336	Lyophyllum leucophaeatum	681[0n]	Validert	expert	Pablo Alvarado
NOBAS4784-17	TROM_F_17337	Hygrocybe quieta	533[0n]	Validert	unite, dendrogram	
NOBAS4785-17	TROM_F_17338	Russula aquosa	683[0n]	Validert	unite	
NOBAS4786-17	TROM_F_17340	Laccaria proxima	634[0n]			
NOBAS4787-17	TROM_F_17341	Coprinus comatus	665[0n]	Validert	unite, dendrogram	
NOBAS4788-17	TROM_F_17342	Russula gracillima	677[0n]	Validert	unite, dendrogram	
NOBAS4789-17	TROM_F_17344	Cortinarius pholideus	574[1n]	Validert	dendrogram, indirekte ekspert	
NOBAS4790-17	TROM_F_17345	Lactarius torminosus	731[0n]	Validert	unite, dendrogram	
NOBAS4791-17	TROM_F_17346	Leccinum roseofractum	353[0n]			
NOBAS4792-17	TROM_F_17347	Leccinum scabrum	1354[3n]			
NOBAS4793-17	TROM_F_17348	Inocybe geophylla	632[0n]	Validert	ekspert	Ellen Larsson
NOBAS4794-17	TROM_F_17349	Cortinarius cyanites	707[0n]	Validert	unite, type, dendorgram, indirekte ekspert	
NOBAS4795-17	TROM_F_17350	Amanita rubescens	696[0n]	Validert	unite, dendrogram	
NOBAS4796-17	TROM_F_17351	Amanita muscaria	632[0n]	Validert	unite, dendrogram	
NOBAS4797-17	TROM_F_17352	Coprinopsis atramentaria	695[0n]	Validert	unite, dendrogram	
NOBAS4798-17	TROM_F_17353	Leccinum albostipitatum	934[0n]	Validert	unite,  dendrogram	
NOBAS4799-17	TROM_F_17354	Lactarius rufus	721[0n]	Validert	unite, dendrogram	
NOBAS4800-17	TROM_F_17355	Hygrocybe insipida	713[0n]	Validert	unite, dendrogram	
NOBAS4801-17	TROM_F_17356	Russula emetica	699[0n]	Validert	ekspert	Annemieke Verbeken
